source,target
ee8085bd00f437318cce5b919b47233de8c5f6ff,aaf0e133f094e76e6671a36ce86c1adae145e079
ee8085bd00f437318cce5b919b47233de8c5f6ff,af31163e3c408b84e06375254c3ee0873cdd7309
ee8085bd00f437318cce5b919b47233de8c5f6ff,b06d3ce0a824d58be3a74d892fc8a5b6d5925c22
ee8085bd00f437318cce5b919b47233de8c5f6ff,b46fb680891a7c0b9d14161f81136c51a6a60b6a
ee8085bd00f437318cce5b919b47233de8c5f6ff,b6bf558edda0378cd756a0267801164109f5f5c5
ee8085bd00f437318cce5b919b47233de8c5f6ff,b79385dc5dbc5dce3e33ba8c72799e620f5a0015
ee8085bd00f437318cce5b919b47233de8c5f6ff,b8964508fc88ad20102a3d90faab6ce9465c8cd9
ee8085bd00f437318cce5b919b47233de8c5f6ff,bc1022b031dc6c7019696492e8116598097a8c12
ee8085bd00f437318cce5b919b47233de8c5f6ff,be0e756c5b204d824a0e184fdab3ec92dca7e801
ee8085bd00f437318cce5b919b47233de8c5f6ff,c20d5299d4c430ea39120a912feee5a7c6bb1c06
ee8085bd00f437318cce5b919b47233de8c5f6ff,d708af424f18bc74e0c1864fa7ae52c95100a516
ee8085bd00f437318cce5b919b47233de8c5f6ff,dac72f2c509aee67524d3321f77e97e8eff51de6
ee8085bd00f437318cce5b919b47233de8c5f6ff,dbd14b00f949d4958b0b6ecfe1d8cfb40e2df9fb
ee8085bd00f437318cce5b919b47233de8c5f6ff,e45dcfc0a65096bdc5b19d00e4243df089b19579
ee8085bd00f437318cce5b919b47233de8c5f6ff,e5d210043e807aaa143dc85c398ba9dfa537702d
ee8085bd00f437318cce5b919b47233de8c5f6ff,f26ba61a3b7847be5632e89533f454fc710ebdaf
ee8085bd00f437318cce5b919b47233de8c5f6ff,f422712684c71a63980eb420944a0a9bdf18fddd
ee8085bd00f437318cce5b919b47233de8c5f6ff,fcdaf83bef3a6bba67bc2eac31301591bcb20363
ee8085bd00f437318cce5b919b47233de8c5f6ff,fe0824dc572889dac3e2ec0d3e692195d26c669c
ee8085bd00f437318cce5b919b47233de8c5f6ff,ffaab4a7103455d77ac1fffbff53c4adffc424e9
02ccfc9b550d381b5df4365a2ae48bb5f7f7578e,26cf54106c32f3007ae58816ac1a693c3262e755
02ccfc9b550d381b5df4365a2ae48bb5f7f7578e,2d6723d19df684b21c9b40f11eb03b0a9e3d36b0
02ccfc9b550d381b5df4365a2ae48bb5f7f7578e,333625793b8da01b5fbe171b779f97480f5f71a9
02ccfc9b550d381b5df4365a2ae48bb5f7f7578e,34f25a8704614163c4095b3ee2fc969b60de4698
02ccfc9b550d381b5df4365a2ae48bb5f7f7578e,367f2c63a6f6a10b3b64b8729d601e69337ee3cc
02ccfc9b550d381b5df4365a2ae48bb5f7f7578e,36858e107907c4a3e4746031a28090989f95fbcf
02ccfc9b550d381b5df4365a2ae48bb5f7f7578e,3c6599052623542f6e21a2cc45a6fde4fb2dc374
02ccfc9b550d381b5df4365a2ae48bb5f7f7578e,3d5467be60f642aab4fa762fbb6fd78ce4fcb2b1
02ccfc9b550d381b5df4365a2ae48bb5f7f7578e,43162522aa88cfc89835b2368de6ea025366a73a
02ccfc9b550d381b5df4365a2ae48bb5f7f7578e,506990305a80381fb7195b25a43d5735db48dd8e
02ccfc9b550d381b5df4365a2ae48bb5f7f7578e,51d267b782e7caf2b6bc7240b1a5f48044ffe115
02ccfc9b550d381b5df4365a2ae48bb5f7f7578e,6364fdaa0a0eccd823a779fcdd489173f938e91a
02ccfc9b550d381b5df4365a2ae48bb5f7f7578e,75eabf87520b2f8a6258a849db6efa4b3caec6ea
02ccfc9b550d381b5df4365a2ae48bb5f7f7578e,8201e6e687f2de477258e9be53ba7b73ee30d7de
02ccfc9b550d381b5df4365a2ae48bb5f7f7578e,8acbe90d5b852dadea7810345451a99608ee54c7
02ccfc9b550d381b5df4365a2ae48bb5f7f7578e,9a1ed876196ec9733acb1daa6d65e35ff0414291
02ccfc9b550d381b5df4365a2ae48bb5f7f7578e,a6cb366736791bcccc5c8639de5a8f9636bf87e8
02ccfc9b550d381b5df4365a2ae48bb5f7f7578e,b959d5655a3b2f92c2c1a8a7896fecafafea979d
02ccfc9b550d381b5df4365a2ae48bb5f7f7578e,baa875b72b62591c1484c6ea7c7e1e1056560a63
02ccfc9b550d381b5df4365a2ae48bb5f7f7578e,c87d57da3b1f2b467ef4995d30df832ee2281107
02ccfc9b550d381b5df4365a2ae48bb5f7f7578e,d1dce9ad419d8c7037980a9ea28506ed0e640bba
02ccfc9b550d381b5df4365a2ae48bb5f7f7578e,d21ebaab3f715dc7178966ff146711882e6a6fee
02ccfc9b550d381b5df4365a2ae48bb5f7f7578e,d5ea15cda03410827fcbccb2680cf0a06a0a6926
02ccfc9b550d381b5df4365a2ae48bb5f7f7578e,d64a1588bc3dacfeacf39ff1fa543c6832e051e2
02ccfc9b550d381b5df4365a2ae48bb5f7f7578e,d6f2f611da110b5b5061731be3fc4c7f45d8ee23
02ccfc9b550d381b5df4365a2ae48bb5f7f7578e,df0c54fe61f0ffb9f0e36a17c2038d9a1964cba3
02ccfc9b550d381b5df4365a2ae48bb5f7f7578e,e34e398ebec2dd2aefbc719bf0753cd8f549aee9
02ccfc9b550d381b5df4365a2ae48bb5f7f7578e,ffdceba3805493828cf9b65f29edd4d29eee9622
